Date,Open,High,Low,Close,Adj Close,Volume
2020-08-12,383.450012,392.450012,381.549988,391.200012,391.200012,432148
2020-08-13,391.100006,394.350006,390.750000,391.200012,391.200012,219154
2020-08-14,390.000000,390.399994,384.049988,386.049988,386.049988,296881
2020-08-17,388.450012,391.100006,385.250000,387.750000,387.750000,298975
2020-08-18,386.200012,389.549988,383.200012,386.049988,386.049988,339896
2020-08-19,386.299988,387.549988,383.200012,387.200012,387.200012,215081
2020-08-20,381.350006,384.100006,379.350006,383.350006,383.350006,377296
2020-08-21,385.000000,386.649994,380.100006,385.450012,385.450012,482939
2020-08-24,389.850006,395.299988,387.700012,393.450012,393.450012,369998
2020-08-25,395.350006,400.950012,394.500000,397.049988,397.049988,385894
2020-08-26,395.299988,403.799988,393.299988,403.000000,403.000000,282445
2020-08-27,404.000000,404.549988,398.000000,401.000000,401.000000,279205
2020-08-28,401.100006,402.000000,394.799988,396.350006,396.350006,297763
2020-08-31,397.799988,402.549988,392.350006,392.799988,392.799988,368517
2020-09-01,395.100006,398.700012,390.850006,396.700012,396.700012,383933
2020-09-02,399.100006,410.750000,397.700012,407.250000,407.250000,584239
2020-09-03,411.000000,416.649994,405.200012,408.399994,408.399994,544668
2020-09-04,404.950012,410.799988,399.750000,402.850006,402.850006,502695
2020-09-07,405.600006,410.049988,404.750000,408.799988,408.799988,287600
2020-09-08,408.100006,409.049988,399.500000,404.399994,404.399994,361780
2020-09-09,403.450012,409.100006,398.750000,404.049988,404.049988,483955
2020-09-10,400.000000,407.250000,397.899994,404.350006,404.350006,431048
2020-09-11,405.399994,418.250000,405.250000,416.600006,416.600006,510733
2020-09-14,420.000000,421.799988,415.649994,420.250000,420.250000,453320
2020-09-15,421.700012,425.899994,419.000000,424.000000,424.000000,317548
2020-09-16,422.649994,427.899994,422.250000,426.149994,426.149994,443331
2020-09-17,420.000000,424.799988,418.500000,420.000000,420.000000,390956
2020-09-18,null,null,null,null,null,null
2020-09-21,411.100006,413.000000,393.649994,395.549988,395.549988,711246
2020-09-22,396.299988,398.899994,390.700012,391.049988,391.049988,501677
2020-09-23,396.100006,402.299988,395.200012,400.100006,400.100006,439307
