Date,Open,High,Low,Close,Adj Close,Volume
2020-07-31,14.100000,14.195000,13.575000,13.640000,13.640000,5425188
2020-08-03,13.600000,14.105000,13.325000,13.935000,13.935000,4054107
2020-08-04,14.170000,14.520000,14.145000,14.410000,14.410000,4629899
2020-08-05,14.495000,14.695000,14.415000,14.695000,14.695000,3415880
2020-08-06,14.595000,14.895000,14.330000,14.410000,14.410000,3109117
2020-08-07,14.330000,14.405000,14.005000,14.390000,14.390000,2224731
2020-08-10,14.500000,14.740000,14.370000,14.740000,14.740000,2153895
2020-08-11,14.910000,15.655000,14.905000,15.600000,15.600000,5001588
2020-08-12,15.545000,15.925000,15.485000,15.540000,15.540000,3320035
2020-08-13,15.425000,15.670000,15.280000,15.300000,15.300000,2300890
2020-08-14,15.170000,15.230000,14.795000,15.095000,15.095000,2484810
2020-08-17,15.070000,15.290000,14.930000,15.020000,15.020000,1855331
2020-08-18,14.970000,15.240000,14.815000,15.000000,15.000000,1490144
2020-08-19,14.905000,15.120000,14.805000,15.120000,15.120000,1802513
2020-08-20,14.820000,14.945000,14.630000,14.655000,14.655000,2184441
2020-08-21,14.805000,14.865000,14.155000,14.355000,14.355000,2310798
2020-08-24,14.500000,14.980000,14.500000,14.920000,14.920000,2016332
2020-08-25,15.045000,15.165000,14.800000,14.820000,14.820000,2462902
2020-08-26,14.725000,14.955000,14.610000,14.940000,14.940000,1486121
2020-08-27,15.000000,15.050000,14.645000,14.645000,14.645000,2261903
2020-08-28,14.800000,14.870000,14.525000,14.605000,14.605000,1673711
2020-08-31,14.875000,15.025000,14.350000,14.370000,14.370000,3425087
2020-09-01,14.500000,14.525000,13.790000,14.020000,14.020000,4175953
2020-09-02,14.115000,14.330000,13.935000,14.160000,14.160000,3428631
2020-09-03,14.375000,15.090000,14.350000,14.525000,14.525000,4283632
2020-09-04,14.495000,15.240000,14.370000,15.145000,15.145000,4678473
2020-09-07,15.290000,15.580000,15.260000,15.515000,15.515000,3252380
2020-09-08,15.520000,15.660000,15.255000,15.605000,15.605000,3161148
2020-09-09,15.535000,15.600000,15.270000,15.475000,15.475000,2645590
2020-09-10,15.680000,16.344999,15.610000,15.960000,15.960000,5403432
2020-09-11,15.950000,16.080000,15.675000,16.070000,16.070000,3438774
2020-09-14,16.264999,16.334999,16.004999,16.190001,16.190001,1604413
2020-09-15,16.320000,17.105000,15.700000,16.540001,16.540001,11410602
2020-09-16,16.504999,16.730000,16.040001,16.385000,16.385000,4362717
2020-09-17,16.000000,16.325001,15.850000,16.195000,16.195000,3214530
2020-09-18,null,null,null,null,null,null
2020-09-21,15.350000,15.350000,14.645000,14.730000,14.730000,4954726
2020-09-22,14.855000,15.475000,14.750000,15.265000,15.265000,4950068
2020-09-23,15.580000,16.035000,15.390000,15.535000,15.535000,4922630
2020-09-24,15.100000,15.870000,15.000000,15.450000,15.450000,3238867
2020-09-25,15.420000,15.540000,14.840000,15.200000,15.200000,4435746
2020-09-28,15.595000,15.880000,15.425000,15.850000,15.850000,3624950
2020-09-29,15.825000,15.825000,15.250000,15.345000,15.345000,3070408
2020-09-30,15.135000,15.670000,15.065000,15.500000,15.500000,3315107
2020-10-01,15.680000,15.800000,15.190000,15.320000,15.320000,3186781
2020-10-02,15.150000,15.395000,15.020000,15.220000,15.220000,2588603
2020-10-05,15.455000,15.645000,15.385000,15.560000,15.560000,2495029
2020-10-06,15.615000,15.900000,15.590000,15.775000,15.775000,3780891
2020-10-07,15.700000,15.950000,15.640000,15.775000,15.775000,3308855
2020-10-08,15.875000,16.010000,15.660000,15.835000,15.835000,2889330
2020-10-09,15.695000,15.895000,15.430000,15.545000,15.545000,3467537
2020-10-12,15.615000,15.880000,15.480000,15.745000,15.745000,2909584
2020-10-13,15.665000,15.710000,15.260000,15.420000,15.420000,2328973
2020-10-14,15.360000,15.735000,15.355000,15.620000,15.620000,3346685
2020-10-15,15.315000,15.365000,14.985000,15.210000,15.210000,3741503
2020-10-16,15.500000,16.155001,15.450000,16.045000,16.045000,5908718
